query,entrezgene,name,symbol,alias,taxid,MGI
MTMR12,268783,myotubularin related protein 12,Mtmr12,"3Pap, 4932703C11, C730015A02Rik, Pip3ap, mKIAA1682",10090,MGI:2443034
MTSS1,211401,MTSS I-BAR domain containing 1,Mtss1,"2310003N14Rik, BC024131, D130001D01Rik, Mim, mKIAA0429",10090,MGI:2384818
MTSS1L,244654,MTSS I-BAR domain containing 2,Mtss2,"ABBA, Mtss1l",10090,MGI:3039591
MTURN,68235,"maturin, neural progenitor differentiation regulator homolog (Xenopus)",Mturn,"2410066E13Rik, AI448550, B230212L03Rik",10090,MGI:1915485
MUC1,17829,"mucin 1, transmembrane",Muc1,"CD227, EMA, Muc-1",10090,MGI:97231
MUS81,71711,MUS81 structure-specific endonuclease subunit,Mus81,"1200008A18Rik, AI182501, AW045863",10090,MGI:1918961
MVP,78388,major vault protein,Mvp,"2310009M24Rik, LRP, VAULT1",10090,MGI:1925638
MXD3,17121,Max dimerization protein 3,Mxd3,"4631412E13Rik, Mad3, bHLHc13",10090,MGI:104987
MXRA8,74761,matrix-remodelling associated 8,Mxra8,"1200013A08Rik, 1700095D18Rik, AI131686, Asp3, Dicam",10090,MGI:1922011
MYADM,50918,myeloid-associated differentiation marker,Myadm,D7Wsu62e,10090,MGI:1355332
MYBBP1A,18432,MYB binding protein (P160) 1a,Mybbp1a,"AL024407, AU019902, P160, p160MBP, p67MBP",10090,MGI:106181
MYBL1,17864,myeloblastosis oncogene-like 1,Mybl1,"A-myb, G1-419-6, repro9",10090,MGI:99925
MYBL2,17865,myeloblastosis oncogene-like 2,Mybl2,"B-Myb, Bmyb",10090,MGI:101785
MYC,17869,myelocytomatosis oncogene,Myc,"AU016757, Myc2, Niard, Nird, bHLHe39",10090,MGI:97250
D17WSU104E,28106,myeloid derived growth factor,Mydgf,"D17Wsu104e, Il25, Ly6elg",10090,MGI:2156020
MYG1,60315,melanocyte proliferating gene 1,Myg1,"0610023A07Rik, 2810433J21Rik, 5830429P19Rik, AI325965, Gamm1",10090,MGI:1929864
MYH7B,668940,"myosin, heavy chain 7B, cardiac muscle, beta",Myh7b,Myh14,10090,MGI:3710243
MYH9,17886,"myosin, heavy polypeptide 9, non-muscle",Myh9,"Fltn, Myhn-1, Myhn1, NMHCIIA, NMMHC-A",10090,MGI:107717
MYL12B,67938,"myosin, light chain 12B, regulatory",Myl12b,"1500001M02Rik, C77744, Mylc2b, RLC-B",10090,MGI:107494
MYLK,107589,"myosin, light polypeptide kinase",Mylk,"9530072E15Rik, A930019C19Rik, AW489456, KRP, MLCK108",10090,MGI:894806
MYO10,17909,myosin X,Myo10,"AW048724, D15Ertd600e, mKIAA0799, myosin-X",10090,MGI:107716
MYO16,244281,myosin XVI,Myo16,"BM140241, C230040D10Rik, Gm1105, NYAP3, mKIAA0865",10090,MGI:2685951
MYO18A,360013,myosin XVIIIA,Myo18a,"MAJN, MyoPDZ, MysPDZ, SP-R210",10090,MGI:2667185
MYO1C,17913,myosin IC,Myo1c,"C80397, MMIb, MYO1E, NMI, mm1beta",10090,MGI:106612
MYO5B,17919,myosin VB,Myo5b,"AI661750, mKIAA1119",10090,MGI:106598
MYO9B,17925,myosin IXb,Myo9b,,10090,MGI:106624
MYRF,225908,myelin regulatory factor,Myrf,"6030439E18, Gm1804, Gm98, Mrf",10090,MGI:2684944
NAA10,56292,"N(alpha)-acetyltransferase 10, NatA catalytic subunit",Naa10,"2310039H09Rik, Ard1, Ard1a, Te2",10090,MGI:1915255
NAA38,78304,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",Naa38,"1500034E06Rik, Lsmd1",10090,MGI:1925554
NAALADL1,381204,N-acetylated alpha-linked acidic dipeptidase-like 1,Naaladl1,"Gm964, Naaladasel",10090,MGI:2685810
NAB2,17937,Ngfi-A binding protein 2,Nab2,AI451907,10090,MGI:107563
NACC1,66830,"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing",Nacc1,"2010001H03Rik, 4930511N13Rik, Btbd14b, Nac1",10090,MGI:1914080
NADK2,68646,"NAD kinase 2, mitochondrial",Nadk2,"MNADK, Nadkd1",10090,MGI:1915896
NAGA,17939,"N-acetyl galactosaminidase, alpha",Naga,,10090,MGI:1261422
NAGLU,27419,alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB),Naglu,,10090,MGI:1351641
NANOS1,332397,nanos C2HC-type zinc finger 1,Nanos1,NOS-1,10090,MGI:2669254
NAPRT1,223646,nicotinate phosphoribosyltransferase,Naprt,"9130210N20Rik, Naprt1",10090,MGI:2442664
NAT14,269854,N-acetyltransferase 14,Nat14,BC047219,10090,MGI:3039561
NAV1,215690,neuron navigator 1,Nav1,"9530089B19, 9930003A20Rik, C230080M11Rik, Gm38399, Pomfil3",10090,MGI:2183683
NCALD,52589,neurocalcin delta,Ncald,"AI848120, D030020D09Rik, D15Ertd412e",10090,MGI:1196326
NCAM1,17967,neural cell adhesion molecule 1,Ncam1,"CD56, E-NCAM, NCAM-1, Ncam",10090,MGI:97281
NCAPD2,68298,"non-SMC condensin I complex, subunit D2",Ncapd2,"2810406C15Rik, 2810465G24Rik, CAP-D2, CNAP1, mKIAA0159",10090,MGI:1915548
NCAPH2,52683,"non-SMC condensin II complex, subunit H2",Ncaph2,,10090,MGI:1289164
NCKAP5,210356,NCK-associated protein 5,Nckap5,"8430408F21, D130011D22Rik, E030049G20Rik, Erih1, Erih2",10090,MGI:2686394
NCLN,103425,nicalin,Ncln,"3100002P13Rik, AW120537",10090,MGI:1926081
NCS1,14299,neuronal calcium sensor 1,Ncs1,"9430075O15Rik, A730032G13Rik, AI836659, Freq, Mfreq",10090,MGI:109166
NDC80,67052,NDC80 kinetochore complex component,Ndc80,"2610020P18Rik, AV139730, HEC, HEC1, Kntc2",10090,MGI:1914302
NDRG1,17988,N-myc downstream regulated gene 1,Ndrg1,"CAP43, CMT4D, DRG1, HMSNL, NMSL",10090,MGI:1341799
NDRG2,29811,N-myc downstream regulated gene 2,Ndrg2,"AI182517, AU040374, Ndr2, SYLD",10090,MGI:1352498
NDUFA11,69875,NADH:ubiquinone oxidoreductase subunit A11,Ndufa11,"2010012C24Rik, AV006275, B14.7",10090,MGI:1917125
NDUFA3,66091,NADH:ubiquinone oxidoreductase subunit A3,Ndufa3,"1010001M12Rik, 1700022J01Rik",10090,MGI:1913341
NDUFA4L2,407790,"Ndufa4, mitochondrial complex associated like 2",Ndufa4l2,BC064011,10090,MGI:3039567
NDUFA6,67130,NADH:ubiquinone oxidoreductase subunit A6,Ndufa6,"14kDa, 2700038D15Rik, B230217P19Rik",10090,MGI:1914380
NDUFB10,68342,NADH:ubiquinone oxidoreductase subunit B10,Ndufb10,"0610011B04Rik, 22kDa, PDSW",10090,MGI:1915592
NDUFB8,67264,NADH:ubiquinone oxidoreductase subunit B8,Ndufb8,"2900010I05Rik, AI987932, CI-ASHI",10090,MGI:1914514
NDUFB9,66218,NADH:ubiquinone oxidoreductase subunit B9,Ndufb9,"1190008J14Rik, CI-B22",10090,MGI:1913468
NDUFV3,78330,NADH:ubiquinone oxidoreductase core subunit V3,Ndufv3,1500032D16Rik,10090,MGI:1890894
NECAP2,66147,NECAP endocytosis associated 2,Necap2,"1110005F07Rik, AA409105, C78898, NECAP-2",10090,MGI:1913397
NEIL3,234258,nei like 3 (E. coli),Neil3,"AI449477, BC034753, C85903",10090,MGI:2384588
NEK2,18005,NIMA (never in mitosis gene a)-related expressed kinase 2,Nek2,"AA617254, C77054",10090,MGI:109359
NELFE,27632,"negative elongation factor complex member E, Rdbp",Nelfe,"D17H6S45, NELF-E, RD, Rdbp",10090,MGI:102744
NEO1,18007,neogenin,Neo1,"2610028H22Rik, AI327052, D930014N22Rik, Igdcc2",10090,MGI:1097159
NET1,56349,neuroepithelial cell transforming gene 1,Net1,"Net1a, mNET1",10090,MGI:1927138
NEU1,18010,neuraminidase 1,Neu1,"AA407268, AA407316, Aglp, Apl, Bat-7",10090,MGI:97305
NEURL1B,240055,neuralized E3 ubiquitin protein ligase 1B,Neurl1b,"C230078M08Rik, EG240055",10090,MGI:3643092
NFATC1,18018,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",Nfatc1,"2210017P03Rik, AI449492, AV076380, NF-ATc, NFAT2",10090,MGI:102469
NFATC2,18019,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",Nfatc2,"AI607462, NF-ATc2, NF-ATp, NFAT1, NFAT1-D",10090,MGI:102463
NFATC4,73181,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4",Nfatc4,"3110041H08Rik, AW107667, AW546455, Nfat3",10090,MGI:1920431
NFE2L1,18023,"nuclear factor, erythroid derived 2,-like 1",Nfe2l1,"AA408798, AW212678, LCR-F1, Lcrf1, NRF1",10090,MGI:99421
NFE2L3,18025,"nuclear factor, erythroid derived 2, like 3",Nfe2l3,Nrf3,10090,MGI:1339958
NFIC,18029,nuclear factor I/C,Nfic,"1110019L22Rik, 1500041O16Rik, AA589446, AI746521, NF1-C",10090,MGI:109591
NFIX,18032,nuclear factor I/X,Nfix,"CTF, NF-I/X, NF1-X, NFI-X",10090,MGI:97311
NFKB1,18033,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",Nfkb1,"NF-KB1, NF-kappaB, NF-kappaB1, p105, p50",10090,MGI:97312
NFKB2,18034,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",Nfkb2,"NF-kappaB2, lyt, p49, p49/p100, p50B",10090,MGI:1099800
NFKBIA,18035,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",Nfkbia,"AI462015, Nfkbi",10090,MGI:104741
NFKBIB,18036,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta",Nfkbib,"I(Kappa)B(beta), I-kappa-B-beta, IKB-beta, IKappaBbeta, IkB",10090,MGI:104752
NFKBIE,18037,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon",Nfkbie,"I-kappa-B-epsilon, IKBE, IkB-E, NF-kappa-BIE, ikB-epsilon",10090,MGI:1194908
NGEF,53972,neuronal guanine nucleotide exchange factor,Ngef,"Tims2, ephexin",10090,MGI:1858414
NGFR,18053,"nerve growth factor receptor (TNFR superfamily, member 16)",Ngfr,"LNGFR, Tnfrsf16, p75, p75NGFR, p75NTR",10090,MGI:97323
NIN,18080,ninein,Nin,"3110068G20Rik, AI385615, AU024711, mKIAA1565",10090,MGI:105108
NINJ1,18081,ninjurin 1,Ninj1,AU024536,10090,MGI:1196617
NKAIN1,67149,Na+/K+ transporting ATPase interacting 1,Nkain1,"2610200G18Rik, 2810426C15Rik",10090,MGI:1914399
NKD1,93960,naked cuticle 1,Nkd1,"2810434J10Rik, 9030215G15Rik, Nkd",10090,MGI:2135954
NLGN2,216856,neuroligin 2,Nlgn2,"NL2, NLG2",10090,MGI:2681835
NMNAT2,226518,nicotinamide nucleotide adenylyltransferase 2,Nmnat2,"AI843915, D030041I09Rik, PNAT1, PNAT2",10090,MGI:2444155
NMRAL1,67824,NmrA-like family domain containing 1,Nmral1,"1110025F24Rik, AI256624",10090,MGI:1915074
NOB1,67619,NIN1/RPN12 binding protein 1 homolog,Nob1,"1700021I09Rik, ART-4, Nob1p, Psmd8bp1",10090,MGI:1914869
NOC2L,57741,NOC2 like nucleolar associated transcriptional repressor,Noc2l,"AA410003, AF155546, NIR",10090,MGI:1931051
NOC4L,100608,NOC4 like,Noc4l,AI326906,10090,MGI:2140843
NOD1,107607,nucleotide-binding oligomerization domain containing 1,Nod1,"C230079P11, Card4, F830007N14Rik, Nlrc1",10090,MGI:1341839
NOL12,97961,nucleolar protein 12,Nol12,"C78541, Nop25",10090,MGI:2146285
NOL6,230082,nucleolar protein family 6 (RNA-associated),Nol6,"AA410091, Nrap",10090,MGI:2140151
NOLC1,70769,nucleolar and coiled-body phosphoprotein 1,Nolc1,"NOPP130, NOPP140, P130",10090,MGI:1918019
NOMO1,211548,nodal modulator 1,Nomo1,"D7Ertd156e, Nomo, pM5",10090,MGI:2385850
GLTSCR2,68077,NOP53 ribosome biogenesis factor,Nop53,"5330430H08Rik, 9430097C02Rik, AU041936, AW536441, Gltscr2",10090,MGI:2154441
NOP56,67134,NOP56 ribonucleoprotein,Nop56,"2310044F10Rik, Nol5a",10090,MGI:1914384
NOS1,18125,"nitric oxide synthase 1, neuronal",Nos1,"2310005C01Rik, N-NOS, NC-NOS, NO, NOS",10090,MGI:97360
NOS1AP,70729,nitric oxide synthase 1 (neuronal) adaptor protein,Nos1ap,"6330408P19Rik, Capon",10090,MGI:1917979
NOTCH3,18131,notch 3,Notch3,"AW229011, N3, hpbk",10090,MGI:99460
NOTCH4,18132,notch 4,Notch4,"Int-3, Int3, N4",10090,MGI:107471
NOTUM,77583,notum palmitoleoyl-protein carboxylesterase,Notum,5730593N15Rik,10090,MGI:1924833
NPDC1,18146,"neural proliferation, differentiation and control 1",Npdc1,"AI314472, NPDC-1",10090,MGI:1099802
NPM3,18150,nucleoplasmin 3,Npm3,Nub1,10090,MGI:894653
NPNT,114249,nephronectin,Npnt,"1110009H02Rik, AA682063, AI314031, Nctn, POEM",10090,MGI:2148811
NPR2,230103,natriuretic peptide receptor 2,Npr2,"GC-B, GC-B2, GC-B3, cn, mNPR-B",10090,MGI:97372
NPTXR,73340,neuronal pentraxin receptor,Nptxr,"1200009K17Rik, 1700036C17Rik, 5730406O18Rik, AI452369, AI785356",10090,MGI:1920590
NR1H2,22260,"nuclear receptor subfamily 1, group H, member 2",Nr1h2,"AI194859, LXR, LXRB, LXRBSV, LXRbeta",10090,MGI:1352463
NR1H4,20186,"nuclear receptor subfamily 1, group H, member 4",Nr1h4,"AI957360, Fxr, HRR1, RIP14, Rxrip14",10090,MGI:1352464
NR2C2AP,75692,nuclear receptor 2C2-associated protein,Nr2c2ap,2310073E15Rik,10090,MGI:1922942
NR2F2,11819,"nuclear receptor subfamily 2, group F, member 2",Nr2f2,"2700033K02Rik, 9430015G03Rik, ARP-1, Aporp1, COUP-TF2",10090,MGI:1352452
NR4A1,15370,"nuclear receptor subfamily 4, group A, member 1",Nr4a1,"GFRP1, Gfrp, Hbr-1, Hbr1, Hmr",10090,MGI:1352454
NRARP,67122,Notch-regulated ankyrin repeat protein,Nrarp,2700054M22Rik,10090,MGI:1914372
NREP,27528,neuronal regeneration related protein,Nrep,"AI325076, D0H4S114, Harp, P311, PTZ17",10090,MGI:99444
NRG1,211323,neuregulin 1,Nrg1,"6030402G23Rik, ARIA, D230005F13Rik, GGF, GGFII",10090,MGI:96083
NRM,106582,nurim (nuclear envelope membrane protein),Nrm,"2610307M02Rik, AI429796",10090,MGI:2146855
NRP2,18187,neuropilin 2,Nrp2,"1110048P06Rik, Np-2, Np2, Npn-2, Npn2",10090,MGI:1100492
NRXN1,18189,neurexin I,Nrxn1,"1700062G21Rik, 9330127H16Rik, A230068P09Rik, mKIAA0578",10090,MGI:1096391
NRXN2,18190,neurexin II,Nrxn2,"6430591O13Rik, mKIAA0921",10090,MGI:1096362
NSL1,381318,"NSL1, MIS12 kinetochore complex component",Nsl1,"4833432M17Rik, AI451597, Gm105, Gm984",10090,MGI:2685830
NSMCE2,68501,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase",Nsmce2,"1110014D18Rik, AI661537",10090,MGI:1915751
NSUN5,100609,"NOL1/NOP2/Sun domain family, member 5",Nsun5,"9830109N13Rik, AI326939, Nol1r, Wbscr20, Wbscr20a",10090,MGI:2140844
NT5DC2,70021,5'-nucleotidase domain containing 2,Nt5dc2,2510015F01Rik,10090,MGI:1917271
NTN3,18209,netrin 3,Ntn3,Ntn2l,10090,MGI:1341188
NUBP1,26425,nucleotide binding protein 1,Nubp1,,10090,MGI:1347073
NUBP2,26426,nucleotide binding protein 2,Nubp2,D17Wsu11e,10090,MGI:1347072
NUCB1,18220,nucleobindin 1,Nucb1,"B230337F23Rik, C77483, Calnuc, MTEST82, Nucb",10090,MGI:97388
NUDT14,66174,nudix (nucleoside diphosphate linked moiety X)-type motif 14,Nudt14,"1110030M18Rik, UGPPase",10090,MGI:1913424
NUDT16L1,66911,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1,Nudt16l1,"1110001K21Rik, 5330437I08Rik, Sdos",10090,MGI:1914161
NUDT3,56409,nudix (nucleotide diphosphate linked moiety X)-type motif 3,Nudt3,"1110011B09Rik, AA960325, Dipp, Dipp1",10090,MGI:1928484
NUDT9,74167,nudix (nucleoside diphosphate linked moiety X)-type motif 9,Nudt9,"1190002C07Rik, ADPR-PPase, AI462474",10090,MGI:1921417
NUF2,66977,"NUF2, NDC80 kinetochore complex component",Nuf2,"2410003C07Rik, AU044112, C85691, Cdca1, NUF2R",10090,MGI:1914227
NUMA1,101706,nuclear mitotic apparatus protein 1,Numa1,"6720401E04Rik, AA764025, AL022610, AU014979, NuMA",10090,MGI:2443665
NUP155,170762,nucleoporin 155,Nup155,"D930027M19Rik, mKIAA0791",10090,MGI:2181182
NUP50,18141,nucleoporin 50,Nup50,"1700030K07Rik, AI413123, Npap60",10090,MGI:1351502
NUP62,18226,nucleoporin 62,Nup62,"D7Ertd649e, Nupc1, p62",10090,MGI:1351500
NUP85,445007,nucleoporin 85,Nup85,"Pcnt1, frount",10090,MGI:3046173
NUP93,71805,nucleoporin 93,Nup93,2410008G02Rik,10090,MGI:1919055
NUPR1,56312,nuclear protein transcription regulator 1,Nupr1,"2310032H04Rik, Com1, p8",10090,MGI:1891834
NXN,18230,nucleoredoxin,Nxn,l11Jus13,10090,MGI:109331
NXPE3,385658,"neurexophilin and PC-esterase domain family, member 3",Nxpe3,"Fam55c, Gm1752, Gm611",10090,MGI:2686598
NYAP1,243300,neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1,Nyap1,6430598A04Rik,10090,MGI:2443880
NYNRIN,277154,NYN domain and retroviral integrase containing,Nynrin,"AA409373, C80530, mKIAA1305",10090,MGI:2652872
OAF,102644,out at first homolog,Oaf,"AL024221, D130038B21Rik, D9Ucla1",10090,MGI:94852
OASL1,231655,2'-5' oligoadenylate synthetase-like 1,Oasl1,"7530414C13Rik, oasl9",10090,MGI:2180849
OAT,18242,ornithine aminotransferase,Oat,"AI194874, rhg",10090,MGI:97394
OAZ1,18245,ornithine decarboxylase antizyme 1,Oaz1,"AZ-1, AZ1, Antizyme, ODC-Az, Oaz",10090,MGI:109433
OBSCN,380698,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",Obscn,"BC046431, Gm878, UNC89",10090,MGI:2681862
OCSTAMP,74614,osteoclast stimulatory transmembrane protein,Ocstamp,"4833422F24Rik, OC-STAMP",10090,MGI:1921864
OGFRL1,70155,opioid growth factor receptor-like 1,Ogfrl1,2210417C17Rik,10090,MGI:1917405
OLFM1,56177,olfactomedin 1,Olfm1,"AMY, AW742568, Noe1, OlfA, Pancortin",10090,MGI:1860437
OLFML2B,320078,olfactomedin-like 2B,Olfml2b,"1110018N05Rik, 4832415H08Rik, AI467542",10090,MGI:2443310
OLFML3,99543,olfactomedin-like 3,Olfml3,"2810002E22Rik, AI115209, AW550633, HNOEL-iso, ONT3",10090,MGI:1914877
OLR1,108078,oxidized low density lipoprotein (lectin-like) receptor 1,Olr1,"LOX-1, SR-EI, Scare1",10090,MGI:1261434
ONECUT3,246086,"one cut domain, family member 3",Onecut3,"OC-3, Oc3",10090,MGI:1891409
ORAI2,269717,ORAI calcium release-activated calcium modulator 2,Orai2,"A730041O15Rik, Tmem142b",10090,MGI:2443195
ORM3,18407,orosomucoid 3,Orm3,"Agp-3, Orm-3",10090,MGI:97445
OSBPL10,74486,oxysterol binding protein-like 10,Osbpl10,"4933433D06Rik, C820004B04Rik, OPR-10, ORP-10",10090,MGI:1921736
OSBPL5,79196,oxysterol binding protein-like 5,Osbpl5,"1110006M06Rik, AI462538, ORP5, Obph1, Osbp2",10090,MGI:1930265
OSGIN1,71839,oxidative stress induced growth inhibitor 1,Osgin1,"1700012B18Rik, Okl38",10090,MGI:1919089
OSMR,18414,oncostatin M receptor,Osmr,OSMRB,10090,MGI:1330819
OST4,67695,oligosaccharyltransferase complex subunit 4 (non-catalytic),Ost4,2310016E02Rik,10090,MGI:1914945
OTOP1,21906,otopetrin 1,Otop1,"A530025J20Rik, Otp1, tlt",10090,MGI:2388363
OTUB1,107260,"OTU domain, ubiquitin aldehyde binding 1",Otub1,AI850305,10090,MGI:2147616
OTULIN,432940,OTU deubiquitinase with linear linkage specificity,Otulin,"C79097, Fam105b, m3Sapc, m7-1Sapc",10090,MGI:3577015
OXR1,170719,oxidation resistance 1,Oxr1,"2210416C20Rik, C7, C7B",10090,MGI:2179326
P2RY2,18442,"purinergic receptor P2Y, G-protein coupled 2",P2ry2,"P2U1, P2Y2",10090,MGI:105107
LEPREL1,210530,prolyl 3-hydroxylase 2,P3h2,"4832416N06, AW553532, Leprel1, Mlat4",10090,MGI:2146663
LEPREL2,14789,prolyl 3-hydroxylase 3,P3h3,"BC016431, Grcb, Leprel2",10090,MGI:1315208
P4HA3,320452,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III",P4ha3,D930031A02Rik,10090,MGI:2444049
P4HB,18453,"prolyl 4-hydroxylase, beta polypeptide",P4hb,"ERp59, PDI, Pdia1, Thbp",10090,MGI:97464
PABPC1,18458,"poly(A) binding protein, cytoplasmic 1",Pabpc1,"PABP, Pabp1, PabpI, Pabpl1, ePAB",10090,MGI:1349722
PACS1,107975,phosphofurin acidic cluster sorting protein 1,Pacs1,AI325977,10090,MGI:1277113
PACSIN1,23969,protein kinase C and casein kinase substrate in neurons 1,Pacsin1,"A830061D09Rik, H74, mKIAA1379, syndapin",10090,MGI:1345181
PACSIN2,23970,protein kinase C and casein kinase substrate in neurons 2,Pacsin2,"AI197433, SdpII",10090,MGI:1345153
PADI3,18601,"peptidyl arginine deiminase, type III",Padi3,"AI507004, Pad3, Pdi3, mKIAA4171",10090,MGI:1338891
PAF1,54624,"Paf1, RNA polymerase II complex component",Paf1,"5730511K23Rik, AA675045",10090,MGI:1923988
PAFAH1B3,18476,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",Pafah1b3,"Pafahg, mus[g]",10090,MGI:108414
PAGR1A,67278,PAXIP1 associated glutamate rich protein 1A,Pagr1a,"2900092E17Rik, C77040, PA1, PAGR1",10090,MGI:1914528
PAK1,18479,p21 (RAC1) activated kinase 1,Pak1,"PAK-1, Paka",10090,MGI:1339975
PAK4,70584,p21 (RAC1) activated kinase 4,Pak4,"5730488L07Rik, AW555722, mKIAA1142",10090,MGI:1917834
PALLD,72333,"palladin, cytoskeletal associated protein",Palld,"2410003B16Rik, 6030492A02",10090,MGI:1919583
MPP6,56524,"protein associated with LIN7 2, MAGUK family member",Pals2,"Mpp6, P55t",10090,MGI:1927340
PAPPA2,23850,pappalysin 2,Pappa2,"PAPP-A2, PLAC3, Pappe",10090,MGI:3051647
PAPSS2,23972,3'-phosphoadenosine 5'-phosphosulfate synthase 2,Papss2,"1810018P12Rik, AI159688, AtpsU2, Atpsk2, Sk2",10090,MGI:1330223
PAQR4,76498,progestin and adipoQ receptor family member IV,Paqr4,1500004C10Rik,10090,MGI:1923748
PARP10,671535,"poly (ADP-ribose) polymerase family, member 10",Parp10,"ARTD10, PARP-10",10090,MGI:3712326
PARP3,235587,"poly (ADP-ribose) polymerase family, member 3",Parp3,"A930002C11Rik, ADPRT-3, ARTD3, AW990611, Adprt3",10090,MGI:1891258
PARVA,57342,"parvin, alpha",Parva,"2010012A22Rik, 5430400F08Rik, AI225929, AU042898, Actp",10090,MGI:1931144
PAWR,114774,"PRKC, apoptosis, WT1, regulator",Pawr,"2310001G03Rik, PAR4, Par-4",10090,MGI:2149961
PBK,52033,PDZ binding kinase,Pbk,"2810434B10Rik, AW538537, D14Ertd732e, TOPK",10090,MGI:1289156
PBX2,18515,pre B cell leukemia homeobox 2,Pbx2,G17,10090,MGI:1341793
PBX3,18516,pre B cell leukemia homeobox 3,Pbx3,,10090,MGI:97496
PBX4,80720,pre B cell leukemia homeobox 4,Pbx4,"2410015M21Rik, AI429113, AW045266",10090,MGI:1931321
PCBP2,18521,poly(rC) binding protein 2,Pcbp2,"AW412548, Hnrpx, alphaCP-2",10090,MGI:108202
PCBP4,59092,poly(rC) binding protein 4,Pcbp4,"1200003L19Rik, AlphaCP-4",10090,MGI:1890471
PCDH7,54216,protocadherin 7,Pcdh7,,10090,MGI:1860487
PCED1B,239647,PC-esterase domain containing 1B,Pced1b,Fam113b,10090,MGI:2446270
PCNT,18541,pericentrin (kendrin),Pcnt,"AW476095, C86676, KEN, Pcnt2, kendrin",10090,MGI:102722
PCNXL3,104401,pecanex homolog 3,Pcnx3,"Pcnxl3, mKIAA4073",10090,MGI:1861733
PCOLCE2,76477,procollagen C-endopeptidase enhancer 2,Pcolce2,"2400001O18Rik, Pcpe2",10090,MGI:1923727
PCP4L1,66425,Purkinje cell protein 4-like 1,Pcp4l1,1500036F01Rik,10090,MGI:1913675
PCYT1B,236899,"phosphate cytidylyltransferase 1, choline, beta isoform",Pcyt1b,"AW045697, CTTbeta",10090,MGI:2147987
PDCD1,18566,programmed cell death 1,Pdcd1,"Ly101, PD-1, Pdc1",10090,MGI:104879
PDCD5,56330,programmed cell death 5,Pdcd5,"2200003D22Rik, AA408513, Tfar19",10090,MGI:1913538
PDE3B,18576,"phosphodiesterase 3B, cGMP-inhibited",Pde3b,"9830102A01Rik, AI847709",10090,MGI:1333863
PDE4A,18577,"phosphodiesterase 4A, cAMP specific",Pde4a,"D9Ertd60e, Dpde2",10090,MGI:99558
PDE4B,18578,"phosphodiesterase 4B, cAMP specific",Pde4b,"Dpde4, R74983, dunce",10090,MGI:99557
PDE4DIP,83679,phosphodiesterase 4D interacting protein (myomegalin),Pde4dip,"4732458A06Rik, 9430063L05Rik, C87016, D130016K21Rik, D3Bwg1078e",10090,MGI:1891434
PDE8A,18584,phosphodiesterase 8A,Pde8a,"AI551852, Pde8",10090,MGI:1277116
PDGFB,18591,"platelet derived growth factor, B polypeptide",Pdgfb,"PDGF-2, PDGF-B, Sis, c-sis",10090,MGI:97528
PDGFRA,18595,"platelet derived growth factor receptor, alpha polypeptide",Pdgfra,"AI115593, CD140a, Pdgfr-2",10090,MGI:97530
PDLIM1,54132,PDZ and LIM domain 1 (elfin),Pdlim1,"CLP36, Clim1, mClim1",10090,MGI:1860611
PDLIM2,213019,PDZ and LIM domain 2,Pdlim2,"4732462F18Rik, Slim",10090,MGI:2384850
PDPN,14726,podoplanin,Pdpn,"E11, Gp38, OTS-8, RANDAM-2, T1-alpha",10090,MGI:103098
PDZD4,245469,PDZ domain containing 4,Pdzd4,"B230341P03, D130075J17Rik, Kiaa1444-hp, LU1, PDZRN4L",10090,MGI:2443483
PDZRN3,55983,PDZ domain containing RING finger 3,Pdzrn3,"1110020C07Rik, AI429718, AL023082, LNX3, SEMACAP3",10090,MGI:1933157
PEA15A,18611,proliferation and apoptosis adaptor protein 15A,Pea15a,"Mat1, PEA-15, Pea15, Pkcs15",10090,MGI:104799
PELI2,93834,pellino 2,Peli2,"AW047589, BB129927",10090,MGI:1891445
PELP1,75273,"proline, glutamic acid and leucine rich protein 1",Pelp1,"4930563C04Rik, MNAR",10090,MGI:1922523
PEPD,18624,peptidase D,Pepd,"Pep-4, Pep4, dal",10090,MGI:97542
PER1,18626,period circadian clock 1,Per1,"Hftm, Per, m-rigui, mPer1",10090,MGI:1098283
PERM1,74183,"PPARGC1 and ESRR induced regulator, muscle 1",Perm1,2310042D19Rik,10090,MGI:1921433
PET100,100503890,PET100 homolog,Pet100,2900053A13Rik,10090,MGI:3615306
