gene_id,KO_bTMR1,KO_bTMR2,WT_bTMR1,WT_bTMR2,WT_bTMR3,KO_bTMR,WT_bTMR,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,KO_bTMR1_count,KO_bTMR2_count,WT_bTMR1_count,WT_bTMR2_count,WT_bTMR3_count,KO_bTMR1_fpkm,KO_bTMR2_fpkm,WT_bTMR1_fpkm,WT_bTMR2_fpkm,WT_bTMR3_fpkm
ENSMUSG00000025094,376.4795015,294.4880003,80.77335078,147.3646019,130.3981754,335.4837509,119.5120427,1.490427588,8.41E-05,0.003873854,Slc18a2,19,59260878,59296012,+,3803,protein_coding,"solute carrier family 18 (vesicular monoamine), member 2 [Source:MGI Symbol;Acc:MGI:106677]",-,396,322,82,134,126,5.814802257,4.566505694,1.222094109,2.267548125,1.955027271
ENSMUSG00000019806,124.5424614,96.02869575,39.40163453,31.89233922,26.90756,110.2855786,32.73384458,1.750733181,8.54E-05,0.003926972,Aig1,10,13647054,13868980,-,9196,protein_coding,androgen-induced 1 [Source:MGI Symbol;Acc:MGI:1913503],-,131,105,40,29,26,0.795496774,0.615807244,0.246534755,0.202944402,0.166833394
ENSMUSG00000062444,6.654940684,56.70265844,0,0,0,31.67879956,0,7.373656797,8.83E-05,0.004037434,Ap3b2,7,81460399,81493925,-,6293,protein_coding,"adaptor-related protein complex 3, beta 2 subunit [Source:MGI Symbol;Acc:MGI:1100869]",-,7,62,0,0,0,0.062116417,0.531359458,0,0,0
ENSMUSG00000022096,617.9587778,246.0163729,2036.079464,2030.112351,939.6947877,431.9875753,1668.628868,-1.949777444,8.84E-05,0.004037434,Hr,14,70552212,70573548,+,6919,protein_coding,hairless [Source:MGI Symbol;Acc:MGI:96223],-,650,269,2067,1846,908,5.246094578,2.096830893,16.93223431,17.16984625,7.743746333
ENSMUSG00000095351,118.8382265,2.743677021,0.985040863,0,0,60.79095176,0.328346954,7.351347553,8.98E-05,0.004088928,Igkv3-2,6,70698449,70699067,+,378,IG_V_gene,immunoglobulin kappa variable 3-2 [Source:MGI Symbol;Acc:MGI:1330850],-,125,3,1,0,0,18.46648778,0.428039563,0.149942699,0,0
ENSMUSG00000037681,1863.383391,1296.844672,3570.773129,2850.515284,3219.593044,1580.114032,3213.627153,-1.024297721,9.20E-05,0.004182118,Esyt3,9,99309963,99358557,-,7138,protein_coding,extended synaptotagmin-like protein 3 [Source:MGI Symbol;Acc:MGI:1098699],-,1960,1418,3625,2592,3111,15.33365253,10.71406173,28.78383065,23.36880441,25.71769655
ENSMUSG00000033022,508.6276094,674.0299882,157.6065381,178.1572053,43.46605846,591.3287988,126.4099339,2.226162494,9.49E-05,0.004303977,Cdo1,18,46713205,46728342,-,1530,protein_coding,"cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]",-,535,737,160,162,42,19.52668143,25.9794836,5.927146686,6.813992069,1.619818891
ENSMUSG00000058183,30.42258598,104.2597268,7.880326905,4.39894334,9.314155384,67.3411564,7.197808543,3.222303516,9.74E-05,0.004408417,Mmel1,4,154869585,154895528,+,3475,protein_coding,membrane metallo-endopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:1351603],-,32,114,8,4,9,0.514234558,1.769312312,0.13048251,0.074076972,0.152825667
ENSMUSG00000034825,50.38740804,34.75324227,112.2946584,120.9709419,169.7246092,42.57032515,134.3300698,-1.658817046,9.80E-05,0.004425342,Nrip3,7,109758055,109782025,-,4012,protein_coding,nuclear receptor interacting protein 3 [Source:MGI Symbol;Acc:MGI:1925843],-,53,38,114,110,164,0.737702126,0.510830864,1.610501192,1.764451807,2.412078979
ENSMUSG00000030228,33.27470342,64.0191305,0,4.39894334,0,48.64691696,1.466314447,5.095329052,9.93E-05,0.004472185,Pik3c2g,6,139587221,139969284,+,12647,protein_coding,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:MGI Symbol;Acc:MGI:1203730],-,35,70,0,4,0,0.154542031,0.298514189,0,0.020354035,0
ENSMUSG00000028226,25.66905692,26.52221121,0,1.099735835,0,26.09563406,0.366578612,6.131670981,9.98E-05,0.004482333,Mmp16,4,17852893,18119145,+,8667,protein_coding,matrix metallopeptidase 16 [Source:MGI Symbol;Acc:MGI:1276107],-,27,29,0,1,0,0.17396467,0.180461124,0,0.007425219,0
ENSMUSG00000050368,98.87340445,55.78809943,6.895286042,13.19683002,1.034906154,77.33075194,7.042340739,3.463928019,0.000101796,0.004563812,Hoxd10,2,74691924,74695105,+,1816,protein_coding,homeobox D10 [Source:MGI Symbol;Acc:MGI:96202],Homeobox,104,61,7,12,1,3.198037743,1.811625596,0.218473778,0.425249138,0.03249322
ENSMUSG00000022225,299.4723308,580.7449695,97.51904545,142.9656586,39.32643384,440.1086501,93.27037928,2.239309477,0.000102466,0.004583491,Cma1,14,55941451,55944675,-,1090,protein_coding,"chymase 1, mast cell [Source:MGI Symbol;Acc:MGI:96941]",-,315,635,99,130,38,16.13801615,31.41967472,5.147849246,7.67529178,2.057148763
ENSMUSG00000032420,213.9088077,419.7825843,108.3544949,74.78203678,38.29152769,316.845696,73.80935314,2.101227439,0.000103252,0.004608278,Nt5e,9,88327197,88372092,+,8602,protein_coding,"5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]",-,225,459,110,68,37,1.460660112,2.877847023,0.724786959,0.508730194,0.253811261
ENSMUSG00000022505,1629.509762,1324.281442,4079.054214,3455.369994,2429.959649,1476.895602,3321.461286,-1.169309827,0.000104047,0.00463338,Emp2,16,10281749,10313968,-,8644,protein_coding,epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726],-,1714,1448,4141,3142,2348,11.07291967,9.034586095,27.15236079,23.3921135,16.02846505
ENSMUSG00000031616,483.9092583,505.7511309,202.9184178,250.7397704,274.2501308,494.8301946,242.6361063,1.028657556,0.000105128,0.004671003,Ednra,8,77663031,77724464,-,5476,protein_coding,endothelin receptor type A [Source:MGI Symbol;Acc:MGI:105923],-,509,553,206,228,265,5.190634305,5.446482957,2.132165464,2.679473385,2.855558322
ENSMUSG00000047844,806.1985286,1270.322461,43.34179798,301.3276188,172.8293277,1038.260495,172.4995815,2.590437727,0.00010824,0.004798549,Bex4,X,136138996,136140443,+,837,protein_coding,brain expressed X-linked 4 [Source:MGI Symbol;Acc:MGI:3606746],-,848,1389,44,274,167,56.57655302,89.50169186,2.979506533,21.06702181,11.77333803
ENSMUSG00000042272,639.8250115,1182.524796,367.420242,379.4088631,365.3218723,911.1749038,370.7169924,1.297580471,0.000108998,0.00481259,Sestd1,2,77180340,77280592,-,9857,protein_coding,SEC14 and spectrin domains 1 [Source:MGI Symbol;Acc:MGI:1916262],-,673,1293,373,345,353,3.812733036,7.074703209,2.144772333,2.252435578,2.11319001
ENSMUSG00000010651,82.71140564,65.84824851,244.2901341,147.3646019,262.8661631,74.27982708,218.173633,-1.555520057,0.000109041,0.00481259,Acaa1b,9,119148023,119157093,-,1962,protein_coding,acetyl-Coenzyme A acyltransferase 1B [Source:MGI Symbol;Acc:MGI:3605455],-,87,72,248,134,254,2.476203536,1.979192108,7.164234641,4.395252558,7.639119674
ENSMUSG00000115441,240.5285704,94.19957773,20.68585813,40.6902259,41.39624615,167.3640741,34.25744339,2.290217378,0.000110059,0.004846728,Gm34759,15,12068248,12085197,-,2787,lincRNA,"predicted gene, 34759 [Source:MGI Symbol;Acc:MGI:5593918]",-,253,103,21,37,40,5.069319246,1.993217599,0.427070378,0.854363715,0.846899005
ENSMUSG00000059645,35.17611504,40.24059631,0,3.299207505,0,37.70835568,1.099735835,5.15088008,0.00011043,0.004852321,Gm7361,5,26257691,26264308,+,2995,protein_coding,predicted gene 7361 [Source:MGI Symbol;Acc:MGI:3805965],-,37,44,0,3,0,0.689875921,0.792337675,0,0.064461806,0
ENSMUSG00000039395,191.0918682,191.1428325,90.62375941,81.38045179,73.47833692,191.1173503,81.82751604,1.223258315,0.000112479,0.004931458,Mreg,1,72159442,72212307,-,2284,protein_coding,melanoregulin [Source:MGI Symbol;Acc:MGI:2151839],-,201,209,92,74,71,4.914349592,4.93519871,2.283015454,2.085036491,1.834302041
ENSMUSG00000023094,519.0853733,223.1523977,1094.380399,1304.2867,918.9966646,371.1188855,1105.887921,-1.575486869,0.000112972,0.004934367,Msrb2,2,19371440,19394976,+,1377,protein_coding,methionine sulfoxide reductase B2 [Source:MGI Symbol;Acc:MGI:1923717],-,546,244,1111,1186,888,22.14240511,9.556752598,45.72958311,55.42794646,38.05288824
ENSMUSG00000006369,2487.99711,1891.308027,5623.598288,6355.37339,3607.682852,2189.652568,5195.55151,-1.246586452,0.000113043,0.004934367,Fbln1,15,85205949,85286535,+,4368,protein_coding,fibulin 1 [Source:MGI Symbol;Acc:MGI:95487],-,2617,2068,5709,5779,3486,33.45701436,25.53420624,74.07890204,85.14283461,47.09267423
ENSMUSG00000055415,4.75352906,63.10457149,0,0,0,33.92905027,0,7.472618685,0.00011443,0.004983984,Atp10b,11,43149877,43262285,+,9816,protein_coding,"ATPase, class V, type 10B [Source:MGI Symbol;Acc:MGI:2442688]",-,5,69,0,0,0,0.028444712,0.37911328,0,0,0
ENSMUSG00000019789,95.0705812,60.36089447,19.70081726,19.79524503,14.48868615,77.71573783,17.99491615,2.110341706,0.000115968,0.005028892,Hey2,10,30832359,30842801,-,4593,protein_coding,hairy/enhancer-of-split related with YRPW motif 2 [Source:MGI Symbol;Acc:MGI:1341884],bHLH,100,66,20,18,14,1.215821011,0.775000437,0.246803136,0.252205237,0.17986232
ENSMUSG00000068762,294.7188017,406.9787582,165.486865,90.17833847,121.08402,350.8487799,125.5830745,1.480876335,0.000116655,0.005047658,Gstm6,3,107938847,107943749,-,1989,protein_coding,"glutathione S-transferase, mu 6 [Source:MGI Symbol;Acc:MGI:1309467]",-,310,445,168,82,117,8.7034813,12.06645465,4.787310785,2.653121318,3.471040482
ENSMUSG00000046169,90.31705214,53.04442241,3.940163453,16.49603753,6.209436923,71.68073728,8.8818793,3.02320647,0.00011697,0.005050327,Adamts6,13,104287835,104496695,+,7798,protein_coding,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 [Source:MGI Symbol;Acc:MGI:1347348]",-,95,58,4,15,6,0.680309388,0.401143002,0.02907327,0.123790144,0.045402171
ENSMUSG00000090394,111.23258,114.3198759,33.49138935,40.6902259,20.69812308,112.7762279,31.62657944,1.83588544,0.000117228,0.00505045,4930523C07Rik,1,160044382,160080208,+,10195,protein_coding,RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897],-,117,125,34,37,20,0.640862296,0.661267594,0.189020458,0.23355681,0.115758094
ENSMUSG00000052751,777.6773542,858.7709077,263.9909513,447.5924848,361.1822477,818.2241309,357.5885613,1.194921142,0.000119024,0.005116765,Repin1,6,48593883,48599082,+,3975,protein_coding,replication initiator 1 [Source:MGI Symbol;Acc:MGI:1889817],zf-C2H2,818,939,268,407,349,11.49164657,12.74039569,3.821332118,6.58923985,5.180800799
ENSMUSG00000033849,89.36634633,85.96854667,22.65593985,17.59577336,6.209436923,87.6674465,15.48705005,2.499310387,0.000121309,0.005203725,B3galt2,1,143640664,143654614,+,9288,protein_coding,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1349461]",-,94,94,23,16,6,0.565160417,0.545833396,0.14035334,0.11086024,0.038118662
ENSMUSG00000020601,939.2973422,584.4032055,131.9954757,267.2358079,54.85002615,761.8502739,151.3604366,2.332301617,0.000122931,0.005261942,Trib2,12,15791727,15816922,-,4335,protein_coding,tribbles pseudokinase 2 [Source:MGI Symbol;Acc:MGI:2145021],-,988,639,134,243,53,12.72723117,7.949983248,1.751994829,3.607407566,0.721431943
ENSMUSG00000032372,443.0289084,199.3738635,777.197241,901.7833847,1147.710925,321.201386,942.2305168,-1.55289321,0.000125918,0.005374898,Plscr2,9,92275602,92297752,+,3180,protein_coding,phospholipid scramblase 2 [Source:MGI Symbol;Acc:MGI:1270860],-,466,218,789,820,1109,8.183232427,3.697292679,14.06264478,16.59452296,20.57846736
ENSMUSG00000068617,39.9296441,21.94941617,1.970081726,1.099735835,0,30.93953014,1.02327252,4.904638423,0.000126112,0.005374898,Efcab1,16,14906606,14981371,+,4431,protein_coding,EF-hand calcium binding domain 1 [Source:MGI Symbol;Acc:MGI:1914043],-,42,24,2,1,0,0.529314304,0.292121787,0.025582641,0.014523667,0
ENSMUSG00000026414,71.3029359,21.94941617,246.2602158,418.9993531,129.3632692,46.62617603,264.8742794,-2.506950928,0.000126947,0.005388161,Tnnt2,1,135836354,135852260,+,7752,protein_coding,"troponin T2, cardiac [Source:MGI Symbol;Acc:MGI:104597]",-,75,24,250,381,125,0.540273404,0.166975186,1.827861848,3.162927605,0.95149136
ENSMUSG00000010136,18.06341043,23.77853418,0,0,0,20.92097231,0,6.774743321,0.000126965,0.005388161,Pifo,3,105996957,106014646,-,1127,protein_coding,primary cilia formation [Source:MGI Symbol;Acc:MGI:1923670],-,19,26,0,0,0,0.941446781,1.244239227,0,0,0
ENSMUSG00000032595,25.66905692,24.69309319,0.985040863,0,0,25.18107506,0.328346954,6.0801469,0.000128212,0.005417894,Cdhr4,9,107992497,107999684,+,3084,protein_coding,cadherin-related family member 4 [Source:MGI Symbol;Acc:MGI:1916648],-,27,27,1,0,0,0.488894875,0.472175938,0.018378191,0,0
ENSMUSG00000027171,30.42258598,53.04442241,2.955122589,6.59841501,4.139624615,41.7335042,4.564387405,3.202555097,0.000129847,0.005475336,Prrg4,2,104830741,104849876,-,3165,protein_coding,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:MGI Symbol;Acc:MGI:2442211],-,32,58,3,6,4,0.564601924,0.98834538,0.053723545,0.121998805,0.074575277
ENSMUSG00000114196,337.5005633,267.9657891,75.84814646,104.4749043,143.8519554,302.7331762,108.0583354,1.486745367,0.000130749,0.005501707,Gm47547,14,41053653,41061614,+,2713,antisense,"predicted gene, 47547 [Source:MGI Symbol;Acc:MGI:6096561]",-,355,293,77,95,139,7.307093241,5.824682856,1.608637005,2.253470367,3.023246833
ENSMUSG00000098098,126.443873,115.2344349,30.53626676,49.48811258,28.97737231,120.8391539,36.33391721,1.736763501,0.000131406,0.005517682,Bvht,18,61639542,61647472,+,699,lincRNA,braveheart long non-coding RNA [Source:MGI Symbol;Acc:MGI:5434104],-,133,126,31,45,28,10.6252842,9.721825613,2.513631682,4.142985164,2.363684219
ENSMUSG00000027239,249.0849227,231.3834288,18.7157764,80.28071596,20.69812308,240.2341758,39.89820514,2.594014153,0.000132552,0.005554034,Mdk,2,91929805,91932297,-,1324,protein_coding,midkine [Source:MGI Symbol;Acc:MGI:96949],-,262,253,19,73,20,11.05043555,10.30592537,0.813359867,3.548239408,0.891354806
ENSMUSG00000020038,1235.917556,1961.72907,489.565309,481.6842957,824.8202046,1598.823313,598.6899364,1.417139762,0.000133803,0.005582896,Cry1,10,85131700,85185064,-,3340,protein_coding,cryptochrome 1 (photolyase-like) [Source:MGI Symbol;Acc:MGI:1270841],-,1300,2145,497,438,797,21.7351667,34.63660261,8.433872776,8.439285586,14.08057709
ENSMUSG00000047907,79.85928821,63.10457149,6.895286042,19.79524503,7.244343077,71.48192985,11.31162472,2.668397414,0.000137389,0.005708553,Tshz2,2,169633013,170071816,+,7781,protein_coding,teashirt zinc finger family member 2 [Source:MGI Symbol;Acc:MGI:2153084],zf-C2H2,84,69,7,18,7,0.602850965,0.478264485,0.050989382,0.148872722,0.053084927
ENSMUSG00000043003,12.35917556,32.92412426,0,0,0,22.64164991,0,6.889078978,0.000138122,0.005727001,Rasef,4,73714579,73790994,-,5746,protein_coding,RAS and EF hand domain containing [Source:MGI Symbol;Acc:MGI:2448565],-,13,36,0,0,0,0.126340858,0.337902447,0,0,0
ENSMUSG00000031659,3380.709867,2530.584773,6376.169507,5024.69303,8180.933146,2955.64732,6527.265228,-1.143048965,0.000141112,0.005838819,Adcy7,8,88272403,88329962,+,6733,protein_coding,adenylate cyclase 7 [Source:MGI Symbol;Acc:MGI:102891],-,3556,2767,6473,4569,7905,29.4930188,22.16435012,54.48966226,43.67074327,69.27903982
ENSMUSG00000029426,4627.085187,2275.42281,8066.499628,13060.46278,8125.048214,3451.253998,9750.670206,-1.498393376,0.000149659,0.006166757,Scarb2,5,92441314,92506833,-,6285,protein_coding,"scavenger receptor class B, member 2 [Source:MGI Symbol;Acc:MGI:1196458]",-,4867,2488,8189,11876,7851,43.24363112,21.35008219,73.84867586,121.6026241,73.7103198
ENSMUSG00000037166,125.4931672,116.1489939,32.50634848,45.08916924,19.66321692,120.8210805,32.41957821,1.900195921,0.00015011,0.006172525,Ppp1r14a,7,29289308,29293801,+,1367,protein_coding,"protein phosphatase 1, regulatory inhibitor subunit 14A [Source:MGI Symbol;Acc:MGI:1931139]",-,132,127,33,41,19,5.392268467,5.010599187,1.368240838,1.930160315,0.82015075
ENSMUSG00000001930,225.3172774,262.478435,125.1001896,97.87648932,96.2462723,243.8978562,106.4076504,1.195787165,0.000151928,0.006221546,Vwf,6,125546774,125686679,+,16064,protein_coding,Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941],-,237,287,127,89,93,0.823873892,0.963568643,0.448091957,0.356545001,0.341615725
ENSMUSG00000025934,694.0152427,259.734758,1354.431187,2725.145399,1331.92422,476.8750004,1803.833602,-1.919468992,0.000154799,0.006326043,Gsta3,1,21240589,21265661,+,4344,protein_coding,"glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]",-,730,284,1375,2478,1287,9.384240586,3.526005461,17.94031256,36.71043456,17.48225016
ENSMUSG00000020963,68.45081846,126.209143,0.985040863,17.59577336,7.244343077,97.32998072,8.608385767,3.510423932,0.000155529,0.006342847,Tshr,12,91384563,91549808,+,6012,protein_coding,thyroid stimulating hormone receptor [Source:MGI Symbol;Acc:MGI:98849],-,72,138,1,16,7,0.66877436,1.237982688,0.009427535,0.171269114,0.068704893
ENSMUSG00000035226,559.9657233,404.2350811,0.985040863,20.89498087,1.034906154,482.1004022,7.638309294,5.986358106,0.000157642,0.006415852,Rims4,2,163859751,163918683,-,4962,protein_coding,regulating synaptic membrane exocytosis 4 [Source:MGI Symbol;Acc:MGI:2674366],-,589,442,1,19,1,6.628642922,4.804187696,0.011422479,0.246419392,0.011891916
ENSMUSG00000104651,34.22540923,17.37662113,0,1.099735835,0,25.80101518,0.366578612,6.114809286,0.000159207,0.006466269,Gm21168,5,25956626,25957721,+,1096,processed_pseudogene,"predicted gene, 21168 [Source:MGI Symbol;Acc:MGI:5434523]",-,36,19,0,1,0,1.834247925,0.93496963,0,0.05871749,0
ENSMUSG00000044576,38.02823248,6.40191305,143.815966,129.7688285,122.1189261,22.21507276,131.9012402,-2.572894655,0.000165031,0.006660291,Garem2,5,30105161,30118378,+,3865,protein_coding,GRB2 associated regulator of MAPK1 subtype 2 [Source:MGI Symbol;Acc:MGI:2685290],-,40,7,146,118,118,0.577931788,0.097679404,2.141018801,1.96476471,1.801528385
ENSMUSG00000070476,95.0705812,57.61721745,190.1128866,200.151922,194.5623569,76.34389932,194.9423885,-1.353445851,0.000165325,0.006660291,Fam217b,2,178414524,178424428,+,4559,protein_coding,"family with sequence similarity 217, member B [Source:MGI Symbol;Acc:MGI:1918782]",-,100,63,193,182,188,1.224888332,0.745290207,2.399412076,2.569093059,2.433306729
ENSMUSG00000101304,12.35917556,45.72795036,0.985040863,0,0,29.04356296,0.328346954,6.286676712,0.000170481,0.006854084,Plet1os,9,50488795,50507823,-,1245,antisense,"placenta expressed transcript 1, opposite strand [Source:MGI Symbol;Acc:MGI:1916881]",-,13,50,1,0,0,0.583096038,2.165983331,0.045524771,0,0
ENSMUSG00000025324,264.2962157,204.8612176,3.940163453,50.58784841,6.209436923,234.5787167,20.24581626,3.540402341,0.000171684,0.006888533,Atp10a,7,58656166,58829420,+,5587,protein_coding,"ATPase, class V, type 10A [Source:MGI Symbol;Acc:MGI:1330809]",-,278,224,4,46,6,2.778639559,2.162339114,0.040578729,0.529855199,0.063369631
ENSMUSG00000025478,448.7331433,445.3902365,2.955122589,15.39630169,0,447.0616899,6.117141427,6.197296019,0.000173371,0.006942179,Dpysl4,7,139086001,139102704,+,5983,protein_coding,dihydropyrimidinase-like 4 [Source:MGI Symbol;Acc:MGI:1349764],-,472,487,3,14,0,4.405437919,4.389998942,0.028419693,0.150586858,0
ENSMUSG00000039372,34.22540923,23.77853418,0.985040863,2.19947167,0,29.00197171,1.061504178,4.793283866,0.00017519,0.007000906,4-Mar,1,72427112,72536930,-,4553,protein_coding,membrane-associated ring finger (C3HC4) 4 [Source:MGI Symbol;Acc:MGI:2683550],-,36,26,1,2,0,0.441540902,0.307985418,0.01244857,0.028268996,0
ENSMUSG00000024175,17.11270462,22.86397518,0,0,0,19.9883399,0,6.708959996,0.000181088,0.00722206,Tekt4,17,25471590,25476594,+,1532,protein_coding,tektin 4 [Source:MGI Symbol;Acc:MGI:1919090],-,18,25,0,0,0,0.656114793,0.880107457,0,0,0
ENSMUSG00000038156,292.8173901,278.0259382,82.74343251,119.871206,41.39624615,285.4216641,81.33696156,1.812337909,0.000184594,0.007347153,Spon1,7,113765998,114043370,+,10382,protein_coding,"spondin 1, (f-spondin) extracellular matrix protein [Source:MGI Symbol;Acc:MGI:2385287]",-,308,304,84,109,40,1.656669138,1.57923593,0.45858029,0.675652695,0.227346131
ENSMUSG00000020226,59.89446615,23.77853418,0,2.19947167,4.139624615,41.83650017,2.113032095,4.318660321,0.000186196,0.00739609,Slc5a4b,10,76057494,76110961,-,3202,protein_coding,"solute carrier family 5 (neutral amino acid transporters, system A), member 4b [Source:MGI Symbol;Acc:MGI:1890478]",-,63,26,0,2,4,1.098715653,0.437931795,0,0.040196358,0.073713539
ENSMUSG00000021379,145.4579892,127.123702,50.23708402,21.9947167,16.55849846,136.2908456,29.59676639,2.199254747,0.000187742,0.007442583,Id4,13,48261228,48266026,+,3849,protein_coding,inhibitor of DNA binding 4 [Source:MGI Symbol;Acc:MGI:99414],bHLH,153,139,51,20,16,2.219778341,1.94769678,0.750999052,0.334395269,0.245290468
ENSMUSG00000019916,1059.086275,1295.930113,3748.080484,2390.825705,2112.24346,1177.508194,2750.383217,-1.223935453,0.000190425,0.007533923,P4ha1,10,59323296,59373304,+,4114,protein_coding,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]",-,1114,1417,3805,2174,2041,15.12122562,18.57633439,52.42126505,34.00738925,29.27435381
ENSMUSG00000072949,68.45081846,96.02869575,10.83544949,8.79788668,0,82.2397571,6.544445392,3.650319757,0.000192327,0.007578982,Acot1,12,84009490,84018371,+,3919,protein_coding,acyl-CoA thioesterase 1 [Source:MGI Symbol;Acc:MGI:1349396],-,72,105,11,8,0,1.025943213,1.445002148,0.159086946,0.131368961,0
ENSMUSG00000095127,34.22540923,26.52221121,0,2.19947167,0,30.37381022,0.733157223,5.431217363,0.000196212,0.00771677,Ighv1-82,12,115952538,115953005,-,386,IG_V_gene,immunoglobulin heavy variable 1-82 [Source:MGI Symbol;Acc:MGI:4439671],-,36,29,0,2,0,5.208123642,4.051960009,0,0.333442329,0
ENSMUSG00000073207,103.6269335,57.61721745,3.940163453,12.09709419,0,80.62207548,5.345752546,3.925918481,0.00019831,0.007783853,Ccdc160,X,52791200,52799468,+,1536,protein_coding,coiled-coil domain containing 160 [Source:MGI Symbol;Acc:MGI:3588225],-,109,63,4,11,0,3.962792862,2.212095086,0.147599844,0.460871136,0
ENSMUSG00000021219,49.43670222,26.52221121,4.925204316,4.39894334,2.069812308,37.97945671,3.797986654,3.320258405,0.000199438,0.007812691,Rgs6,12,82588292,83162056,+,10023,protein_coding,regulator of G-protein signaling 6 [Source:MGI Symbol;Acc:MGI:1354730],-,52,29,5,4,2,0.289715481,0.156046749,0.02827414,0.025682678,0.011774456
ENSMUSG00000011263,326.0920935,272.5385841,66.9827787,144.0653944,70.37361846,299.3153388,93.80726385,1.675883479,0.000202238,0.007906786,Exoc3l2,7,19463331,19496762,+,4016,protein_coding,exocyst complex component 3-like 2 [Source:MGI Symbol;Acc:MGI:1921713],-,343,298,68,131,68,4.769430292,4.001999381,0.959693011,2.099208767,0.999134163
ENSMUSG00000021268,435.4232619,293.5734413,92.59384114,133.068036,36.22171538,364.4983516,87.29453085,2.062792889,0.000205723,0.008027252,Meg3,12,109541001,109571726,+,18089,lincRNA,maternally expressed 3 [Source:MGI Symbol;Acc:MGI:1202886],-,458,321,94,121,35,1.413894513,0.957072705,0.294530597,0.430475909,0.114172651
ENSMUSG00000030278,593.2404267,596.2924726,130.0253939,163.8606394,23.80284154,594.7664497,105.8962916,2.490080803,0.000206243,0.008031762,Cidec,6,113424634,113435760,-,1856,protein_coding,cell death-inducing DFFA-like effector c [Source:MGI Symbol;Acc:MGI:95585],-,624,652,132,149,23,18.77468709,18.94628566,4.031002643,5.166379882,0.731237515
ENSMUSG00000030905,27.57046855,4.572795036,209.8137039,167.1598469,48.64058923,16.07163179,141.87138,-3.144781912,0.000207572,0.008067695,Crym,7,120186380,120202111,-,3391,protein_coding,"crystallin, mu [Source:MGI Symbol;Acc:MGI:102675]",-,29,5,213,152,47,0.477569187,0.079523717,3.560155252,2.884654724,0.817859435
ENSMUSG00000021003,1321.481079,2107.143952,813.643753,858.8936871,822.7503923,1714.312516,831.7626108,1.043502631,0.000210421,0.008162426,Galc,12,98202294,98259459,-,14879,protein_coding,galactosylceramidase [Source:MGI Symbol;Acc:MGI:95636],-,1390,2304,826,781,795,5.216835545,8.351475053,3.146468781,3.377966437,3.152840386
ENSMUSG00000066897,1.901411624,0.914559007,8.865367768,40.6902259,57.95474461,1.407985316,35.83677943,-4.674129057,0.000216258,0.0083725,Olfr872,9,20237119,20261643,+,1897,protein_coding,olfactory receptor 872 [Source:MGI Symbol;Acc:MGI:3030706],-,2,1,9,37,56,0.058874706,0.028430672,0.268900929,1.255198562,1.741924375
ENSMUSG00000009210,25.66905692,21.03485716,0,1.099735835,0,23.35195704,0.366578612,5.971226011,0.000217129,0.008389869,Prr29,11,106365472,106377558,+,1724,protein_coding,proline rich 29 [Source:MGI Symbol;Acc:MGI:1922823],-,27,23,0,1,0,0.874566006,0.719523581,0,0.037328521,0
ENSMUSG00000112949,0,0,5.910245179,25.29392421,27.94246615,0,19.71554518,-6.843202772,0.000218296,0.008418592,Gm21939,12,87781143,87783915,+,2773,processed_pseudogene,"predicted gene, 21939 [Source:MGI Symbol;Acc:MGI:5439390]",-,0,0,6,23,27,0,0,0.122636149,0.533772268,0.574542943
ENSMUSG00000070695,26.61976274,13.71838511,0,0,0,20.16907392,0,6.721403154,0.00022144,0.00850676,Cntnap5a,1,115684756,116587323,+,10945,protein_coding,contactin associated protein-like 5A [Source:MGI Symbol;Acc:MGI:3643623],-,28,15,0,0,0,0.142859247,0.073914552,0,0,0
ENSMUSG00000108022,26.61976274,13.71838511,0,0,0,20.16907392,0,6.721403154,0.00022144,0.00850676,Gm7298,6,121732932,121789084,+,4657,protein_coding,predicted gene 7298 [Source:MGI Symbol;Acc:MGI:3648717],-,28,15,0,0,0,0.335751439,0.173715863,0,0,0
ENSMUSG00000055254,206.3031612,198.4593045,25.61106244,62.6849426,9.314155384,202.3812329,32.53672014,2.640278706,0.000221867,0.00850676,Ntrk2,13,58806569,59133970,+,19292,protein_coding,"neurotrophic tyrosine kinase, receptor, type 2 [Source:MGI Symbol;Acc:MGI:97384]",-,217,217,26,57,9,0.628128603,0.606648234,0.076385903,0.190140943,0.027527949
